"GEOID","year","population"
"2430653",2025,1093.08937118122
"2430665",2025,517.269679572477
"2430675",2025,1105.70289834486
"2430325",2025,731.415292793703
"2430355",2025,6988.12637067562
"2430602",2025,3533.17154244235
"2430832",2025,1093.82859746722
"2430937",2025,1004.97038533076
"2430942",2025,1014.30461377758
"1505070",2025,1.28897199741914
"1505140",2025,2642.84733299329
"2430092",2025,1075.74763034456
"1110100",2025,2386.08688819978
"1110250",2025,877.599480128093
"2810630",2025,1682.57346825566
"2430141",2025,289.833706795296
"2430155",2025,719.852858409758
"3935150",2025,288.67542683889
"3970800",2025,382.880337775749
"2810800",2025,4990.66852304828
"4290850",2025,614.05254153196
"5550235",2025,67.5753937745467
"5550240",2025,365.891503103536
"5550245",2025,2291.55719841752
"5550250",2025,326.125629848801
"3100700",2025,1366.15115663359
"3100750",2025,2334.3733351636
"5550255",2025,277.101860833616
"3970550",2025,623.376237913617
"3970200",2025,1447.22381885303
"3970100",2025,326.115694788285
"3970300",2025,313.844769399322
"3235670",2025,152.342404742551
"1160450",2025,1082.45068160118
"5550415",2025,268.657003938719
"5550420",2025,7.45557897537947
"5550425",2025,220.438033689745
"5550435",2025,3148.99648261827
"5550440",2025,421.021949347574
"5550445",2025,1371.89553628106
"5550450",2025,720.39686190791
"5550463",2025,175.669781399425
"5550453",2025,180.504093234194
"5550458",2025,89.4194898549467
"5550470",2025,171.390640919562
"5550475",2025,125.539346827194
"5550480",2025,229.301755959634
"5550485",2025,536.422508195974
"5550155",2025,11739.570666643
"5550165",2025,27441.769533068
"5550353",2025,31229.7019941881
"5550333",2025,1697.09207943006
"5550380",2025,19214.3398443753
"5550405",2025,7524.3937163817
"5550430",2025,5892.29080761939
"5550505",2025,85476.6071601479
"5550540",2025,26707.5910456339
"5550640",2025,122743.132165365
"5550660",2025,4527.54278223601
"5550030",2025,307.014635331929
"3235420",2025,382.053718019743
"3235520",2025,1230.94511530834
"3235540",2025,1051.63943968597
"3235600",2025,103.034504815703
"3235650",2025,224.465595073474
"5550575",2025,125.76429111883
"5550580",2025,187.498495511245
"5550585",2025,265.019499565555
"5550590",2025,93.2678767875768
"5550595",2025,89.1552430787124
"5550600",2025,52.5554309338331
"5550605",2025,8.6058290367946
"5550610",2025,43.201598093845
"5550615",2025,264.165456225048
"5550620",2025,530.82586094402
"5550630",2025,220.498464611359
"2430530",2025,1203.61456061019
"2430540",2025,905.38839274476
"2430730",2025,466.054788355133
"2430735",2025,7637.45428491748
"2430710",2025,684.638311325243
"2430815",2025,1041.15487867905
"2430820",2025,962.593045442976
"2430825",2025,1193.02525693414
"2430830",2025,1099.53683262218
"2430860",2025,2891.33175861924
"2430865",2025,1567.40705014157
"2430960",2025,640.556382179704
"1160650",2025,167.071446104258
"0605500",2025,1103.86922241276
"0605600",2025,452.898125241373
"2810850",2025,1615.45590630884
"2810870",2025,1205.04139170857
"1160600",2025,3013.67945050815
"5550625",2025,244.901373659784
"1150400",2025,1075.2620947969
"1150550",2025,490.766186055553
"0855100",2025,157.15187918063
"5550665",2025,49835.8195653381
"2430160",2025,1778.1319772302
"2430260",2025,6468.99373737051
"2430280",2025,2277.76401615958
"2430290",2025,1114.50404989706
"2430862",2025,418.583475406278
"2430880",2025,1420.23027994578
"5550180",2025,47.0077519318365
"5550185",2025,35.1432119067758
"5550190",2025,261.880823940039
"5550195",2025,289.893647704506
"5590075",2025,13485.0958628065
"3340100",2025,749.056395554922
"2430695",2025,15.1873811529076
"5550260",2025,120.570806713309
"1505160",2025,45.8461201785303
"2490300",2025,602.267956408905
"2490500",2025,480.106462127529
"2490400",2025,1481.35740987747
"2490100",2025,494.531977268634
"2430085",2025,156.920564670305
"2430270",2025,2371.09051802217
"2430275",2025,414.781879573278
"2430312",2025,762.18141781821
"1160150",2025,894.17972000032
"1160300",2025,865.688124401232
"3235050",2025,6.76411600147549
