"GEOID","year","population"
"2430653",2021,1383.92711194584
"2430665",2021,720.078627200855
"2430675",2021,1088.98248685858
"2430325",2021,741.912839642996
"2430355",2021,6864.1732866758
"2430602",2021,3597.35093001006
"2430832",2021,1050.16698524362
"2430937",2021,1284.29721664808
"2430942",2021,1257.61770859896
"1505070",2021,1.27238897354982
"1505140",2021,2597.39657951522
"2430092",2021,1180.95270640174
"1110100",2021,2385.7756827304
"1110250",2021,877.286054489174
"2810630",2021,1867.9108338434
"2430141",2021,403.715832929214
"2430155",2021,795.548666273833
"3935150",2021,379.037347725825
"3970800",2021,415.932592703553
"2810800",2021,5238.77854420198
"4290850",2021,597.098444124249
"5550235",2021,81.5374313732609
"5550240",2021,364.897952384386
"5550245",2021,2185.96899619875
"5550250",2021,402.889630873688
"3100700",2021,1538.1747030522
"3100750",2021,2638.61928850977
"5550255",2021,265.212815632229
"3970550",2021,755.564475275925
"3970200",2021,1800.82534920983
"3970100",2021,395.87132897391
"3970300",2021,335.705165985273
"3235670",2021,170.335499685025
"1160450",2021,1178.29175564324
"5550415",2021,267.92510004625
"5550420",2021,8.58110299753025
"5550425",2021,256.99411892565
"5550435",2021,3251.76856698259
"5550440",2021,498.471752285957
"5550445",2021,1415.08585720386
"5550450",2021,779.608873981051
"5550463",2021,187.684100857005
"5550453",2021,213.576908878516
"5550458",2021,102.748189091217
"5550470",2021,200.339606928173
"5550475",2021,151.006235937588
"5550480",2021,259.778485821676
"5550485",2021,591.789002656005
"5550155",2021,12672.8258241194
"5550165",2021,28495.5741614877
"5550353",2021,33282.5334200944
"5550333",2021,1896.58521088643
"5550380",2021,20347.4075858627
"5550405",2021,8608.15741204401
"5550430",2021,6243.7513085103
"5550505",2021,82605.3147981017
"5550540",2021,28845.9852164491
"5550640",2021,119141.297314197
"5550660",2021,4966.36498559068
"5550030",2021,368.302824398968
"3235420",2021,410.614294514759
"3235520",2021,1459.34637263895
"3235540",2021,1213.95208183816
"3235600",2021,122.955252415268
"3235650",2021,259.586282026954
"5550575",2021,125.127748571802
"5550580",2021,200.53935159184
"5550585",2021,264.260666235023
"5550590",2021,111.973151143175
"5550595",2021,99.1405979208648
"5550600",2021,55.5145310051739
"5550605",2021,9.90876496583223
"5550610",2021,45.5464330483228
"5550615",2021,309.165232765488
"5550620",2021,529.261508671763
"5550630",2021,212.588164866786
"2430530",2021,1334.2711976404
"2430540",2021,1033.93662362231
"2430730",2021,551.3260144339
"2430735",2021,8210.18257096334
"2430710",2021,680.402704982835
"2430815",2021,1354.32665485193
"2430820",2021,1343.8079668456
"2430825",2021,1160.7788544497
"2430830",2021,1529.79564769226
"2430860",2021,2811.68273310049
"2430865",2021,1514.82620348649
"2430960",2021,821.190173787261
"1160650",2021,168.183438172946
"0605500",2021,1173.32096354838
"0605600",2021,496.813870978847
"2810850",2021,1802.5557395143
"2810870",2021,1335.22389087197
"1160600",2021,2862.93549699093
"5550625",2021,274.505436843785
"1150400",2021,1026.56224830071
"1150550",2021,471.949310565025
"0855100",2021,157.966737918983
"5550665",2021,49825.9785148528
"2430160",2021,1699.75208327625
"2430260",2021,6598.34677597595
"2430280",2021,3011.44167400573
"2430290",2021,1449.84705926774
"2430862",2021,424.823503349398
"2430880",2021,1479.72612496554
"5550180",2021,46.9645720006083
"5550185",2021,37.392621810548
"5550190",2021,277.676943509839
"5550195",2021,339.719741267618
"5590075",2021,14715.096474602
"3340100",2021,708.972183746501
"2430695",2021,14.7095671021962
"5550260",2021,127.279502178542
"1505160",2021,45.2398334706959
"2490300",2021,658.335856129881
"2490500",2021,522.646416228497
"2490400",2021,1794.78295694001
"2490100",2021,587.306902386481
"2430085",2021,174.715192211966
"2430270",2021,2655.56823249965
"2430275",2021,483.651730888603
"2430312",2021,885.172172566148
"1160150",2021,867.11341031448
"1160300",2021,845.552919569573
"3235050",2021,7.36653097165981
"4290500",2021,147.868849435356
"1505564",2021,0.00720900006126612
"2430678",2021,1385.13767256909
"2430687",2021,6505.43644821357
"2430700",2021,1182.61549607622
"5590300",2021,32962.3299343844
"2430135",2021,200.347142951164
"2430330",2021,1380.31441014284
"2430350",2021,2441.24231901215
"2430390",2021,2927.87928410488
"2430400",2021,2092.88215986644
"2430520",2021,600.323877722428
"3235350",2021,29.393390821293
"1505190",2021,14.591655989665
"1505251",2021,6.21605207623361
"1505252",2021,7.42792090773582
"1505253",2021,6.920581952166
"5550510",2021,622.157266940922
"5550515",2021,103.955266206525
"5550520",2021,118.374685687944
"5550525",2021,270.871740286581
"5550530",2021,567.644235655847
"3235720",2021,260.429364587646
"5550050",2021,309.749828930013
"5550055",2021,357.93101866194
"5550060",2021,175.436288061552
"5550065",2021,722.554060427938
"5550070",2021,982.673712209566
"5550075",2021,19.6403030352667
"5550080",2021,749.195997868665
"5550085",2021,18.8293639281765
"4200600",2021,402.198738009011
"4200650",2021,3392.62571473751
"2430890",2021,900.52839982562
"2430950",2021,63.2154282246192
"2430170",2021,2808.56329550938
"2430250",2021,641.176040118123
"2430300",2021,1032.05156539588
"5550305",2021,872.663917076323
"5550310",2021,406.786405810155
"5550315",2021,496.018084871583
"5550680",2021,524.951716518495
"5550685",2021,191.678591860458
"5550690",2021,550.840214493568
"5550695",2021,104.380856902126
"5550095",2021,1168.53641205923
"5550100",2021,41.7496520809254
"5550105",2021,407.634299491532
"5550110",2021,59.8047862774692
"5550115",2021,205.155577513389
"5550125",2021,719.038680221303
"5550130",2021,200.233142651152
"5550135",2021,151.52775575011
"5550140",2021,1309.88456060048
"5550145",2021,254.148540677968
"5550150",2021,1373.57880824814
"5550160",2021,185.144859987777
"5550170",2021,175.36458130111
"5550175",2021,189.625530596399
"3970050",2021,1273.27834302559
"3970400",2021,300.262581156683
"3970650",2021,1171.71944940573
"5550328",2021,207.442920232192
"0990120",2021,207.660139860593
"1505451",2021,38.2685765270144
"5550635",2021,295.802289877087
"5550645",2021,2780.34293907187
"5550650",2021,100.49737918796
"5550655",2021,28.314169052057
"5550670",2021,503.226161016151
"0335550",2021,315.7775692594
"0335800",2021,175.479021449819
"2490200",2021,101.754740993958
"3340200",2021,773.966292855192
"5550295",2021,293.957109873183
"5550300",2021,1064.50933528598
"1505255",2021,6.8785259449935
"1505256",2021,10.2673159198312
"1505257",2021,26.901448126735
"1505551",2021,9.5266079477733
"1505568",2021,0.999156022538045
"2430450",2021,3079.58597717148
"2430480",2021,318.020339856088
"2430502",2021,1410.12772686938
"2430525",2021,1567.28408234181
"2430550",2021,585.80149617151
"2430567",2021,3061.82438396355
"2430643",2021,2213.20117755046
"2430647",2021,645.354554629201
"5590150",2021,11609.6507217694
"5590225",2021,8665.39683099044
"5590525",2021,11518.6542809554
"2430060",2021,788.953951970275
"2430070",2021,1281.47838234574
"2430090",2021,1751.35184937064
"2430130",2021,523.104744834979
"2810400",2021,2435.82359985224
"2810600",2021,616.730744742206
"2430315",2021,1478.78959782245
"2430340",2021,1267.94117030347
"2430365",2021,1144.46800285335
"2430370",2021,906.904103023895
"2430425",2021,718.393991109595
"2430430",2021,2462.45485837698
"1505254",2021,9.70513790780842
"0990750",2021,297.706987081189
"3235800",2021,81.5493968444644
"0990850",2021,1623.44795008267
"5550320",2021,600.370067506428
"5550325",2021,181.294230484404
"5550343",2021,465.232500028564
"5550348",2021,112.151412679814
"5550358",2021,50.3447721875273
"2430945",2021,247.496119721094
"2175500",2021,111.813605576754
"2175600",2021,130.305576249957
"2430740",2021,2340.70763140865
"2430850",2021,658.031813962327
"2430852",2021,1866.53271186524
"1505560",2021,NA
"1505561",2021,2.26371009234572
"1505562",2021,0.997245013713837
"1505200",2021,1136.61937363098
"1505220",2021,276.384966523409
"1505258",2021,7.35657005221583
"1505259",2021,18.2092489683037
"1505260",2021,8.28507211964461
"1505261",2021,8.76689800346503
"1505262",2021,22.8565281470655
"1505263",2021,52.9069136485373
"1505351",2021,5.03701620982611
"1250300",2021,437.857676075493
"5590675",2021,30267.7788770206
"1860100",2021,281.868830044026
"1860200",2021,1261.25586988272
"1860300",2021,1445.34422596257
"1860400",2021,2014.04765670452
"1110300",2021,1805.77094886968
"1110500",2021,3668.03831443677
"1110600",2021,3744.7402852697
"1110650",2021,9771.27979633125
"0855200",2021,228.305174497596
"1505552",2021,5.86549800241482
"1505553",2021,2.25508998325677
"1505554",2021,5.15951708424836
"4290950",2021,963.559346631955
"1830350",2021,4.21159895977235
"1310200",2021,652.382767084689
"1310300",2021,4248.03645602502
"1310500",2021,2541.93962860383
"5590600",2021,13286.6398037968
"0605200",2021,364.630152581028
"0605300",2021,265.295901216878
"1505565",2021,19.3969739209947
"5550700",2021,58.526448994875
"5550705",2021,851.726596360295
"5550710",2021,489.292364710476
"5550715",2021,94.2280539097264
"5550720",2021,118.441699422896
"5550338",2021,135.131784159224
"5550365",2021,790.813472110494
"5550370",2021,127.304353065789
"5550375",2021,139.646059400402
"5550385",2021,119.742247112268
"5550390",2021,849.392697871663
"5550395",2021,365.560903311707
"5550400",2021,232.558917242102
"5550410",2021,131.896402794402
"5590375",2021,17592.0248021195
"5590450",2021,10919.7613049241
"5590825",2021,27913.9548396584
"5550090",2021,383.899288447108
"4290990",2021,141.189098187618
"5550025",2021,11475.5903972532
"5550120",2021,28038.3327566082
"1860600",2021,1034.10246887499
"3935250",2021,675.827390640625
"3935600",2021,798.072482110932
"0990600",2021,1557.20431109277
"1505558",2021,10.9156539054529
"1505559",2021,28.4760878654627
"3235290",2021,99.0875767546095
"1505569",2021,9.95982122471378
"0990050",2021,745.812301408279
"5550675",2021,452.670856004581
"1110400",2021,1627.92209721026
"5550535",2021,739.044230612817
"5550545",2021,458.771330233954
"2430095",2021,378.457110159507
"2430105",2021,1350.34915576572
"2430120",2021,3261.95169212781
"2430142",2021,718.146973275856
"2430150",2021,3039.18867280593
"1310700",2021,1125.32596920231
"1505570",2021,4.22737401054474
"1505571",2021,0.647700011730194
"1505555",2021,3.16912903252523
"1505620",2021,2.50461799756158
"1505840",2021,2.7952080075047
"2430870",2021,10399.0548692997
"1505050",2021,1.12102999023045
"1505120",2021,356.988087370311
"1505165",2021,20.0536268833093
"1505180",2021,939.211350540398
"0605100",2021,1372.35120928698
"0605400",2021,3018.20522674287
"1505725",2021,1080.22149298975
"1505740",2021,0.725567995163146
"1505780",2021,136.150908472744
"2810200",2021,1350.53731908143
"0335100",2021,158.401792717269
"1110725",2021,5155.65619281857
"4200050",2021,693.892311577853
"4200100",2021,331.000565253821
"3100450",2021,598.264642357094
"2430410",2021,229.552719003291
"2430445",2021,283.802165119516
"2430455",2021,687.725474357257
"2430475",2021,938.957359488018
"2430503",2021,278.633798708639
"2430600",2021,1094.89373210127
"3680180",2021,315.073983568698
"3680190",2021,140.350910261273
"3235060",2021,33.270879114687
"3680140",2021,292.315404726891
"3680120",2021,60.4447047039866
"3235100",2021,36.2896853791608
"2430560",2021,624.010954500277
"5590900",2021,15687.5262609847
"2430630",2021,324.666027136584
"4290250",2021,629.581318662502
"3100600",2021,471.384440224821
"2430010",2021,2355.64326672825
"4290350",2021,250.144079528865
"4290800",2021,569.585921609483
"4290700",2021,1087.09667793605
"4200270",2021,187.04725665809
"4200340",2021,440.533669441629
"4200700",2021,409.336082756078
"3340400",2021,2743.76416721879
"3340500",2021,483.845829030917
"3340600",2021,75.8895742763937
"2430970",2021,738.878247474678
"1860050",2021,644.242222654415
"5550550",2021,160.607494132128
"5550555",2021,328.712681085803
"5550560",2021,168.311755376053
"5550565",2021,139.974485017359
"5550570",2021,49.0682079093531
"3340300",2021,2277.97006334649
"1250150",2021,1267.91096446784
"1250650",2021,291.990651457177
"1250700",2021,2368.3827149914
"1250825",2021,4246.91851731739
"2430320",2021,1927.84993974466
"2430382",2021,173.412123364862
"2430500",2021,503.464059558662
"2430510",2021,1091.95002758196
"3340700",2021,625.24544066112
"4290600",2021,249.601938319654
"4290200",2021,1116.28080254664
"2430030",2021,451.763327567071
"2430638",2021,1686.16021049956
"3935800",2021,696.519318237901
"2430335",2021,647.016212933358
"5590750",2021,18280.6501666818
"0990065",2021,1993.51932028031
"0990880",2021,1974.12619938619
"5550035",2021,192.083909101784
"5550040",2021,179.474446193315
"5550045",2021,212.749902545474
"4200300",2021,1228.17331721197
"4200320",2021,353.96969616683
"4200500",2021,842.856724285694
"4200570",2021,2648.6284524152
"1505556",2021,NA
"1505557",2021,0.835152983665466
"1505572",2021,14.6127391165937
"1505573",2021,0.990108021534979
"1505600",2021,81.8621849282645
"1505660",2021,685.504759122061
"1505700",2021,13.8555279212969
"5560130",2021,32118.0033371742
"2430040",2021,322.305989608735
"2430435",2021,830.97385213672
"2430650",2021,1412.46864923437
"2430667",2021,655.374594197373
"2430750",2021,719.556265648005
"2430810",2021,747.485218538457
"2430837",2021,914.815073462373
"2430845",2021,2039.90982309735
"5560140",2021,30551.0062483561
"3235020",2021,3133.73161204206
"5560110",2021,10213.7879959607
"2430005",2021,1730.68690662537
"1310400",2021,3484.89910926939
"1310600",2021,3624.83506976419
"1505566",2021,4.22709806374041
"5550265",2021,100.208523049019
"5550270",2021,132.030773662729
"5550275",2021,1302.52172742694
"5550280",2021,636.725190544035
"5550285",2021,127.038802820258
"5550290",2021,474.392191486899
"5550200",2021,67.7446561865509
"5550205",2021,35.9477469287813
"5550210",2021,545.401289692149
"5550215",2021,157.789990266785
"2430693",2021,1.87443598732352
"1160800",2021,747.979715980218
"1860500",2021,3114.29078249681
"2430855",2021,1101.1265212913
"4290750",2021,225.849340705783
"4290450",2021,569.065597916953
"4290150",2021,311.218778340641
"3680130",2021,735.916398346424
"3680160",2021,83.6023307144642
"3235280",2021,47.9958268849878
"3235400",2021,861.340742652537
"3235500",2021,113.4713543494
"1150100",2021,1565.89067224989
"2430140",2021,592.290892169413
"0335700",2021,0.260531999865634
"4290650",2021,561.264247684274
"3680170",2021,358.036775715649
"3680150",2021,192.88246973604
"3235040",2021,81.6963373727631
"1250350",2021,634.349639762504
"1505563",2021,1.94854000909254
"2430075",2021,748.912092520828
"1150250",2021,69.3513139459392
"4290300",2021,819.767616324647
"4290100",2021,456.118240709649
"4290900",2021,653.90125125667
"4290400",2021,510.762349976401
"5550490",2021,205.722341275441
"5550495",2021,82.8948683226481
"5550500",2021,285.35990767926
"2430045",2021,693.889119664251
"2430068",2021,532.222457270481
"2430108",2021,1411.71090787912
"2430110",2021,9195.99082664566
"2430138",2021,883.412980619702
"4760800",2021,81.0800490794664
"4760600",2021,94.8175155354633
"4760700",2021,793.732059481278
"4760500",2021,2.91190291667044
"2810475",2021,2011.09527366905
"3235250",2021,105.044296949171
"3235270",2021,100.457530257292
"1505567",2021,18.837735043664
"5550220",2021,152.750199664384
"5550225",2021,587.700692140497
"5550230",2021,184.729718351737
"1310100",2021,1356.46690896727
"4290550",2021,728.266913745067
"0855400",2021,1005.01310851125
"0335300",2021,4.8118589992373
"5560120",2021,105521.928484009
